-0.0025901084249390304	0.005535260672420541
0	71681	71683	0.002945232247481511
0	85696	85927	0.5981107340614439
0	67464	67472	0.7862923556099388
0	45080	45556	0.8438164547937788
0	85258	85267	0.8479130573746954
0	73273	73334	1.0363233524432793
0	33579	33856	1.240213173420885
0	61585	62322	1.3199964668628643
0	26311	26727	1.3560129144722617
0	25930	26311	1.386004745835229
0	79593	79882	1.4066283432228042
0	86670	87073	1.47231903697636
0	50372	50801	1.7147436958801838
0	3179	3821	1.7303318267565109
0	50371	51576	1.8162474347803743
0	20894	21421	1.8554917815701626
0	29655	30343	1.8672009517880672
0	80112	80763	2.028330367159121
0	97278	97649	2.0703433916626586
0	33856	34444	2.139834013171503
0	14354	14576	2.1920776464282152
0	43109	43813	2.19420172895563
0	92041	92855	2.256296528731939
0	80763	81266	2.291406106052887
0	45941	46701	2.390253478286326
0	93506	93864	2.4036513755924878
0	86670	87261	2.4603964945492955
0	85927	86670	2.6006413808981286
0	75141	76297	2.6526395207799225
0	59747	61084	2.6816820190204793
0	23416	23767	2.7211307015224566
0	89642	90185	2.724432152850014
0	25930	26727	2.736117934650109
0	25281	25930	2.8183539551859345
0	33977	34444	2.833489665717755
0	26634	27628	2.870600377778372
0	85696	86670	2.883825441378374
0	45556	46701	2.913979296367899
0	92855	93864	2.9413914967739583
0	51576	52419	2.9783875540351534
0	78401	78820	3.057123104755787
0	3821	4427	3.0603365261277364
0	87073	87261	3.115657542472869
0	25606	25985	3.122250534664522
0	25281	26311	3.166872111906736
0	72607	75097	3.1906132807776126
0	85927	87261	3.241701873618392
0	45080	46701	3.3052136588831167
0	88635	89931	3.3375392940652353
0	61084	62434	3.364738535902855
0	33579	34444	3.364963756068785
0	23416	24608	3.3929775726711155
0	86228	87073	3.453430166497217
0	78265	78401	3.5086062391364328
0	59803	60965	3.5132658429033485
0	23875	24436	3.530055685326203
0	4427	6686	3.617189569123046
0	50335	50583	3.6569982485638715
0	15863	17358	3.6968570459945056
0	83081	85267	3.7437896045940495
0	82396	82514	3.7692327165947535
0	83081	85258	3.7795286944542967
0	85696	87261	3.8119391533903677
0	92855	93506	3.9322416247632708
0	8903	9884	3.933004845017268
0	102422	105199	3.9477038658632284
0	31681	32362	3.9541723602671754
0	32759	33579	4.008351571927457
0	75141	75264	4.0492357091560605
0	85927	87073	4.0726494602343735
0	86228	86670	4.085640453472071
0	25281	26727	4.092870767933579
0	33856	33977	4.112027603671227
0	85670	87833	4.117386846043559
0	71681	71908	4.156668616302925
0	71683	71908	4.157881167853222
0	26241	26727	4.183719274655765
0	38170	39757	4.185501200922804
0	75264	76297	4.195935843688397
0	80112	81266	4.196273540939533
0	45080	45941	4.2365592353575305
0	60718	62434	4.242427477642501
0	50371	52419	4.248315611032652
0	90496	92041	4.265693877410258
0	59747	62434	4.269394647380201
0	49583	50583	4.2989089862916705
0	36188	37279	4.300734675928589
0	45556	45941	4.318445815801682
0	85696	87073	4.332906866119616
0	71352	73273	4.34413565808623
0	25336	26207	4.356573006397162
0	62956	65378	4.361598876361103
0	71352	73334	4.385103901741937
0	68702	71681	4.395593901135946
0	68702	71683	4.39812335212448
0	73334	75141	4.412907075103322
0	25281	26241	4.449713522435079
0	36850	37826	4.5045448483259145
0	34444	35904	4.528928759255884
0	58001	59774	4.531315483084771
0	30438	32768	4.53329672599283
0	112122	112623	4.53579275287659
0	59747	60718	4.566167331533066
0	84143	86228	4.597562517533981
0	89931	90185	4.60621048680499
0	73273	75264	4.617770696879924
0	89931	90496	4.66862700479567
0	3179	4427	4.679235358720221
0	26241	26311	4.712003880239612
1	92041	93506	4.715224243769782
1	14328	15863	4.73581280950566
1	92041	93864	4.774904150293734
1	6686	8886	4.798813405052032
1	49583	49669	4.8019853727964295
1	12706	14135	4.811905851712254
1	26241	27366	4.842429814516375
1	746	3179	4.913151071977354
1	73273	75141	4.922856779265904
1	67472	68002	4.927451565189395
1	23875	25281	4.943533629478658
1	73334	75264	4.991892082986895
1	24305	25985	5.001076183161936
1	112158	113881	5.013609807362118
1	67927	69673	5.021384034492366
1	48002	50371	5.03381931418176
1	78265	80112	5.0518408338890906
1	7588	9236	5.091139114348686
1	54872	54879	5.094046450014299
1	33856	35904	5.09695878110488
1	23767	24608	5.105161657345949
1	71908	74946	5.1423411299031425
1	71860	73273	5.159045581583688
1	5165	6867	5.199674069078656
1	45238	50099	5.203544594130605
1	33579	33977	5.232234659640294
1	32759	33856	5.243558675134117
1	59316	59803	5.249954227676657
1	84345	86032	5.261196104363484
1	3821	6686	5.29963733125612
1	71352	71860	5.352765409086563
1	53910	54061	5.3737437352810415
1	746	3821	5.38280177909532
1	42913	45941	5.387316647703332
2	60718	62322	5.401615729484123
2	59774	62956	5.429243912617004
2	30343	32246	5.463155362993469
2	30324	32349	5.495469574129846
2	23685	25606	5.5364310434946145
2	76297	78384	5.539382261066123
2	88635	90185	5.540111184856172
2	87261	89642	5.5566747149754585
2	26207	27989	5.558498209601664
2	42913	45080	5.564973081373031
3	33579	35904	5.57066999538804
4	48002	50099	5.571474949463873
4	78401	80112	5.60934293008158
4	59196	61932	5.625067585744221
4	59316	61359	5.636756904962942
4	45238	48002	5.6629811527167755
4	41037	42913	5.663008169869832
4	24436	26241	5.667832151976166
4	25930	26241	5.675582807352904
4	67464	68002	5.702904849297974
4	85258	85792	5.739328950107985
4	56561	60718	5.74699183564719
4	24305	25606	5.823552050319689
4	85696	86228	5.837536148166431
4	109268	112122	5.877081441128454
4	85927	86228	5.936395000578531
4	61941	63090	5.969156454680834
4	48002	52419	5.986043018587163
4	52419	56561	5.9971228565334345
4	38827	39953	6.002410742429548
4	60718	61084	6.011716357306736
4	48002	51576	6.052604933668759
4	71860	73334	6.103634057935887
4	89931	92041	6.1191388853027835
4	60718	61585	6.129372720307907
4	100453	102098	6.134043637744872
4	71075	73555	6.135770486210243
4	746	4427	6.145050944581021
4	90496	92855	6.201793920763493
4	41037	45080	6.2107552395060885
4	92855	94141	6.230167810193753
4	67464	68933	6.27295895887376
4	50099	52419	6.30286608998643
4	24436	25281	6.309359712966396
4	42913	45556	6.3398752082904055
5	68702	71908	6.381389920810955
5	74946	77952	6.393047876588931
5	56561	59747	6.4041159422431235
5	23685	24305	6.412527749371666
5	86228	87261	6.41908652201163
5	8796	10064	6.430216811010257
5	82514	84143	6.460082887626723
5	78265	78820	6.487953992688549
5	80331	83895	6.496300454112056
5	83000	84345	6.5119543308262795
5	44127	46853	6.520387724228306
5	85267	85792	6.572430581324452
5	35264	36377	6.617453949462866
5	66657	68002	6.660260041377532
5	65378	67301	6.675296754777883
5	93864	94141	6.678612539832613
5	81833	84380	6.684897850534499
5	45556	48002	6.762596667097046
5	30122	32759	6.763686301919339
5	87073	89642	6.772768426937852
5	102488	104732	6.782920287040018
5	73334	76297	6.784398806201186
5	71860	74395	6.793408373388773
5	88635	89642	6.797504664654546
5	81266	82396	6.798889226087417
5	78820	80112	6.831734466073238
5	78265	80763	6.856170286956666
5	25336	25930	6.866511815646296
5	8796	9884	6.87967474542535
5	23875	26241	6.913499116329489
5	42913	46701	6.916007140864886
5	84143	85696	6.920937155804222
5	677	3092	6.928695909594536
5	67472	68933	6.931856927987396
