File: 10_5_20120000.raw
File: 10_5_20120023.raw
913	105.5		912.5	107.5	912.5	105.4
1032	242.5		1032	242	1032	241.466
2140.9	382.9		2141	381	2141	382.49
939.192	452.192		939	452	939	451.598
1171.5	511		1171.5	509.5	1171.5	510.723
2137.5	782		2137.5	780.5	2137.5	781.816
1781	922.5		1781	922	1781	922.778
1957.93	941.357		1958	941	1958	941.629
2362.29	1669.93		2362	1670	2362	1670.31

File: 10_5_20120024.raw
914.5	110		914.5	111.5	914.5	109.822
1034.83	245.926		1035	245	1035	246.134
951.5	372.5		952.5	373.5	952.5	372.672
2143.81	382.346		2144	382	2144	382.632
943.143	455.429		942.5	456.5	942.5	455.579
1173.54	514.077		1173	514	1173	514.402
2142	781.5		2142	780	2142	781.653
2337.5	829.5		2337.5	826.5	2337.5	828.856
1785.5	924		1785.5	921.5	1785.5	924.057
1963	942		1963	942	1963	942.493
174.5	1639		174.5	1638.5	174.5	1639.03
2369.5	1669.5		2369.5	1669.5	2369.5	1670.1

File: 10_5_20120025.raw
919.132	116.763		919	118	919	116.971
1039.3	252.5		1039	252	1039	252.004
947.8	462		948	463	948	461.523
1179.54	518.245		1179.5	518.5	1179.5	518.471
2149	783.5		2149	782	2149	783.601
2344.5	828.5		2344.5	825.5	2344.5	828.122
1794.92	926		1795	925	1795	926.349
1970.61	943.389		1970.5	943.5	1970.5	944.066
2381	1671		2381	1670	2381	1670.23

File: 10_5_20120026.raw
920	119		920	121	920	118.541
1042.12	254.875		1042	255	1042	254.729
950	465		950	464	950	465.287
1182.88	520.654		1183	521	1183	520.551
2152	784		2152	781	2152	783.599
1796.5	927		1796.5	925.5	1796.5	926.846
1974.21	944.643		1974	944	1974	944.825
2385.28	1671.4		2385.5	1671.5	2385.5	1670.42

File: 10_5_20120027.raw
924	125		923.5	125.5	923.5	125.654
1046.56	259.889		1047	259	1047	259.895
2156	384		2156	382	2156	384.153
955.727	469.636		956	470	956	468.821
1187	526.667		1187	527	1187	526.04
2158.64	783.929		2158.5	783.5	2158.5	784.43
1803.92	929		1804	928	1804	928.938
1980.79	945.5		1980.5	945.5	1980.5	945.861
2396.33	1671.33		2396.5	1671.5	2396.5	1671.79

File: 10_5_20120028.raw
929.244	129.859		929.5	130.5	929.5	129.814
1048.55	265		1048.5	263.5	1048.5	264.507
2159.5	384		2159.5	383.5	2159.5	384.625
958.917	475.688		959.5	475.5	959.5	475.731
1745.5	491		1745.5	490.5	1745.5	491.033
1191.5	529.667		1191.5	528.5	1191.5	529.181
2164	784.8		2164	784	2164	785.148
2361	828		2361	827	2361	828.058
1809.54	930.804		1809.5	930.5	1809.5	931.043
1987.5	947.5		1987.5	946.5	1987.5	947.155
2404.88	1672.12		2405	1672	2405	1670.32

File: 10_5_20120029.raw
930.5	136		931.5	137.5	931.5	135.195
1053	269		1053	269	1053	268.911
2163.5	384.5		2163.5	383.5	2163.5	385.377
965	479.643		965	480	965	480.256
1195.96	534.577		1195.5	534.5	1195.5	534.541
2169.66	785.267		2169.5	784.5	2169.5	785.416
1816	934		1816	930	1816	934
1993	948		1993	948	1993	948.76
219	1670.5		219	1670	219	1670.78
2414.76	1672.72		2415	1672	2415	1672.07

File: 10_5_20120030.raw
936	143		936	144	936	142.553
1058	275.75		1058	276	1058	276.205
2170	385		2170	384	2170	385.427
970	486.5		970.5	487.5	970.5	486.086
1203.53	540.269		1203.5	539.5	1203.5	540.09
2177.81	786		2178	786	2178	786.376
1824	936		1824	935	1824	936.352
2002	949.5		2002	949	2002	950.474
2429.22	1672.91		2429.5	1672.5	2429.5	1672.53
233	1681.5		233	1681	233	1681.43

File: 10_5_20120031.raw
942.5	154.5		943	156	943	153.518
1064.14	286.136		1064	285	1064	285.62
2179	386.5		2179	385	2179	386.89
980.395	497.132		980	498	980	497.506
1765	500.5		1765	501	1765	501.016
1212	549		1212	548	1212	548.803
2189.5	787		2189.5	784.5	2189.5	787.311
1836	939.5		1836	938	1836	939.158
2015.64	952.603		2015	953	2015	952.507
7.5	987.833		7.5	984.5	7.5	987.691
2448	1674.45		2447.5	1673.5	2447.5	1673.15
250	1696		250	1694	250	1695.62

File: 10_5_20120032.raw
946	160		946	161	946	160.294
1071	290.6		1071	290	1071	290.899
2183	386.5		2183	385	2183	386.171
984.333	503.333		984	503	984	502.684
1217	553.5		1217	552	1217	552.606
2195	787.5		2195	787	2195	788.042
2022	954		2022	953	2022	954.258
15.3611	996.194		15.5	994.5	15.5	996.07
2458.28	1674.46		2458.5	1673.5	2458.5	1672.98
261.5	1702.5		261.5	1700.5	261.5	1702.03

File: 10_5_20120033.raw
949	166		949	167	949	165.432
1073.38	295.735		1073.5	295.5	1073.5	295.924
2187.5	387.5		2187.5	386.5	2187.5	387.525
989	506.5		989	506	989	506.574
1222.25	556.5		1222	557	1222	556.403
2201	788.5		2201	786	2201	788.126
2026.83	954.833		2026.5	954.5	2026.5	955.061
23.0534	1002.75		23	1001	23	1002.75
2467	1674.75		2467	1675	2467	1674.78
271	1707.5		270.5	1706.5	270.5	1707.57

File: 10_5_20120034.raw
958	178		958	179	958	177.356
1082.66	306.812		1083	307	1083	306.366
2197	387.5		2197	386	2197	387.842
1000.14	519.429		1000	520	1000	519.946
1234.5	566.5		1234.5	566.5	1234.5	566.736
2215.5	788.5		2215.5	787.5	2215.5	788.897
2417	825.5		2417	823	2417	825.301
1864.5	947.5		1864	947	1864	947.251
2043.5	957		2043.5	956.5	2043.5	957.401
42	1023		42	1020	42	1022.82
2491	1676		2491.5	1673.5	2491.5	1674.4
290.5	1725		290.5	1724.5	290.5	1725.16

File: 10_5_20120035.raw
960.5	183		961	184	961	182.847
1086.85	311		1087	311	1087	311.266
6.5	380.5		6.5	379.5	6.5	380.063
2201.5	387.5		2201.5	386.5	2201.5	387.687
1004.67	524.667		1004	524	1004	524.353
1238.2	570.924		1238	570	1238	570.632
2221.95	790.024		2222	788	2222	789.262
1870	949.5		1870	948	1870	949.356
2050.5	958.5		2050.5	956.5	2050.5	958.319
49.5	1029.5		49.5	1028.5	49.5	1031.03
2501	1675.5		2501	1675	2501	1673.63
300	1733.5		300	1733	300	1734.43

File: 10_5_20120036.raw
965	188.5		964.5	189.5	964.5	188.55
1090.5	316.5		1090.5	315.5	1090.5	316.191
12	389.5		12	385	12	388.303
2206	388		2206	388	2206	388.288
1794.5	512.5		1794.5	511.5	1794.5	513.258
1009	529.5		1010	531	1010	529.498
1243.5	574.5		1243.5	573.5	1243.5	574.486
2228	789.5		2228	787	2228	789.808
55.3387	1039.92		55	1036	55	1038.85
2511.5	1674.9		2511.5	1674.5	2511.5	1674.18
309	1740.5		309	1739	309	1739.67

File: 10_5_20120037.raw
968.5	195		968.5	195.5	968.5	194.535
1096.5	323		1096.5	320.5	1096.5	322.228
2211.5	387.5		2211.5	386.5	2211.5	388.338
21.5	399.5		21.5	400.5	21.5	401.143
1015	535		1014.5	534.5	1014.5	535.85
1249.38	579.438		1249.5	578.5	1249.5	578.902
2234.5	789		2234.5	787.5	2234.5	789.48
1884.5	953.5		1884.5	952.5	1884.5	953.341
2064	961		2064	961	2064	960.567
65.5	1049		65.5	1045.5	65.5	1048.72
2523.29	1674.78		2523.5	1674.5	2523.5	1674.47
322.378	1746.73		322.5	1743.5	322.5	1746.54

File: 10_5_20120038.raw
975.5	204		975.5	205.5	975.5	203.829
1102.89	328.973		1102.5	329.5	1102.5	330.048
2219.28	388.722		2219.5	388.5	2219.5	388.948
30.2391	416.283		30	415	30	416.043
1029	460.5		1028.5	462.5	1028.5	460.152
1807.5	519		1807.5	518.5	1807.5	519.398
1024	544.5		1024	544	1024	544.106
1257.5	586		1257.5	587.5	1257.5	585.805
2245.24	790.132		2245	789	2245	790.249
1895.5	957		1895.5	954.5	1895.5	955.847
2075.5	962.5		2075.5	961.5	2075.5	962.394
76.5	1062.5		76.5	1060.5	76.5	1062.59
2541.79	1674.68		2542	1674	2542	1674.45
2314	1738.5		2314.5	1738.5	2314.5	1738.14
338	1758		338	1758	338	1757.94

File: 10_5_20120039.raw
981	211.5		981	212	981	211.269
1108.83	336.833		1109.5	337.5	1109.5	336.742
40.5	429		40.5	427.5	40.5	428.255
1031.09	550.477		1031	551	1031	551.135
1264	593		1264	591	1264	591.453
2254	790		2254	787	2254	790.227
1904.5	957.5		1904.5	956.5	1904.5	957.766
2084.91	963.818		2084.5	963.5	2084.5	963.806
89.4474	1074.82		89.5	1071.5	89.5	1074.05
2555.5	1676		2556	1675	2556	1674.1
349.5	1770		349.5	1769.5	349.5	1770.99

File: 10_5_20120040.raw
985.5	216.5		985.5	217.5	985.5	216.672
1113	341.188		1113	341	1113	341.705
2230	389		2230	388	2230	389.829
42.3462	438.115		42.5	436.5	42.5	437.465
1819.27	522.962		1819	524	1819	523.422
1035.5	555		1035.5	555.5	1035.5	555.291
1269.5	596		1269.5	595.5	1269.5	595.511
2259.96	791.083		2260	790	2260	790.439
2092	964		2092	964	2092	965.051
96.1667	1082.72		96	1081	96	1081.86
2565.8	1675.46		2566	1676	2566	1674.59
361	1775.5		361	1774	361	1775.75

File: 10_5_20120041.raw
987.5	222		987.5	223.5	987.5	222.187
1117	346.5		1117	345	1117	345.755
51	447		51	443	51	446.34
1039.5	561		1039.5	560.5	1039.5	560.873
1274.5	599.786		1274.5	600.5	1274.5	600.238
2266	790.5		2266	789	2266	790.793
2469	821.5		2469	819	2469	821.025
1917.5	961.5		1917.5	958.5	1917.5	960.456
2098.5	966.5		2098.5	965.5	2098.5	966.342
104.5	1091		104.5	1088.5	104.5	1090.36
2576	1675.5		2576	1674	2576	1674.96
369	1782.5		369.5	1782.5	369.5	1783.66

File: 10_5_20120042.raw
992	227.5		992	229	992	227.416
1120.34	351.041		1120.5	350.5	1120.5	350.741
2240.5	388.5		2240.5	387.5	2240.5	388.6
54.5	458		54.5	455.5	54.5	456.676
1830.5	526.5		1830.5	525.5	1830.5	526.524
1046.45	565.024		1046.5	564.5	1046.5	565.394
1280.5	605		1280.5	604.5	1280.5	605.185
2272.5	791.5		2272.5	788.5	2272.5	790.997
1925	962.5		1925	961	1925	962.74
2105	966.5		2105	965	2105	967.362
112.2	1098.6		112	1099	112	1098.82
2586	1676		2585.5	1677.5	2585.5	1674.79
381	1790		381	1789	381	1790.43

File: 10_5_20120043.raw
998	236.5		998	237	998	234.974
1128.38	360.438		1128.5	358.5	1128.5	359.535
2247	388.5		2247	387	2247	389.074
65.1667	471.5		65.5	471.5	65.5	471.417
1055	574.75		1055	573	1055	574.538
1288.93	611.5		1288.5	610.5	1288.5	610.938
2282.88	791.5		2283	791	2283	791.511
1935.5	965.5		1935.5	964.5	1935.5	965.144
2117	967		2117	967	2117	968.473
125.708	1112		126	1111	126	1112.44
396.5	1803.5		396	1803	396	1803.06

File: 10_5_20120044.raw
1002.5	242		1002	243	1002	241.921
1132.82	363.72		1133	363	1133	363.953
2251.5	389		2251.5	388.5	2251.5	389.99
72	480		71.5	479.5	71.5	480.409
1060	579		1060.5	579.5	1060.5	578.819
1294.83	615.167		1295	614	1295	614.942
2289	791.5		2289	788	2289	791.131
1943	966.5		1943	964	1943	966.103
2122.5	969		2122.5	967.5	2122.5	968.773
132.261	1120.13		132.5	1120.5	132.5	1120.85
405.818	1809.27		406.5	1809.5	406.5	1809.9

File: 10_5_20120045.raw
1010.5	252.5		1010.5	254.5	1010.5	251.894
1141	373.5		1141	372	1141	372.495
85	498		85	496	85	498.561
1069.62	588.375		1070.5	588.5	1070.5	588.434
1304.25	622.462		1304	622	1304	622.233
2301.95	792.024		2302	789	2302	791.549
1956.5	970		1956.5	967.5	1956.5	969.711
150	1137		150	1135	150	1136
426.5	1822		426.5	1822.5	426.5	1823.24

File: 10_5_20120046.raw
1017.38	261.112		1017.5	262.5	1017.5	261.54
1148.5	382.5		1148.5	381.5	1148.5	382.611
2268.5	388.5		2268.5	387.5	2268.5	389.5
92.95	513		93	512	93	513.692
97.5	517.5		97.5	515.5	97.5	517.498
1079.5	598		1079.5	595.5	1079.5	596.753
1314.58	630.789		1314.5	629.5	1314.5	630.3
2313.38	790.735		2313.5	789.5	2313.5	791.002
2149.5	972.5		2149.5	969.5	2149.5	971.791
1969	972.5		1969	971	1969	972.169
163.5	1152.5		163.5	1148.5	163.5	1151.02
444.5	1835.5		444	1836	444	1835.8

File: 10_5_20120047.raw
1022	266.5		1021.5	267.5	1021.5	266.953
1152.64	385.66		1152	386	1152	386.542
2273.5	389		2273.5	387.5	2273.5	389.026
99.5	523		100	523	100	522.055
1865.5	540		1865.5	539.5	1865.5	540.743
1085.28	602.256		1085	602	1085	602.353
1320	633.5		1320	632	1320	633.364
2319	791		2319	790	2319	791.322
2157	972		2157	971	2157	972.46
1975	973		1975	972	1975	973.982
171	1159.5		171	1155	171	1158.3
454	1841		454	1840	454	1840.89

File: 10_5_20120048.raw
1026	273.5		1026.5	273.5	1026.5	273.571
2279.5	389		2279.5	387.5	2279.5	388.96
1159.21	392.5		1159.5	392.5	1159.5	392.704
1092.5	526		1092.5	527.5	1092.5	524.974
107.5	534		107.5	532.5	107.5	533.886
1091.39	608.196		1091	607	1091	608.254
1326.25	638.375		1326	638	1326	638.767
2327.5	791		2327.5	788.5	2327.5	790.777
2164.76	974.132		2165	973	2165	973.628
180.5	1170		180.5	1166.5	180.5	1170.05
467	1850		467	1849	467	1850.72

File: 10_5_20120049.raw
1030	277.857		1029.5	278.5	1029.5	277.746
2283	388.5		2283	387	2283	388.863
1162.5	396.5		1162.5	395.5	1162.5	396.058
113.338	541.959		113.5	540.5	113.5	541.297
1095.5	613.5		1095.5	611.5	1095.5	613.302
1331.26	642.382		1331	641	1331	641.751
2332.5	790		2332.5	788.5	2332.5	790.829
2171	974.5		2171	973	2171	974.137
1988.5	976.5		1988.5	974.5	1988.5	976.56
187.333	1176.67		187.5	1174.5	187.5	1175.8
474.5	1855		474.5	1855.5	474.5	1855.19

File: 10_5_20120050.raw
1035.86	286.214		1036.5	286.5	1036.5	286.023
2290.5	389		2290.5	387.5	2290.5	389.623
1169.52	401.739		1169.5	401.5	1169.5	402.397
122.265	555.382		122.5	555.5	122.5	555.298
1105	619.5		1105	619	1105	620.068
1337.62	648.441		1337.5	646.5	1337.5	647.552
2342	791		2342	789	2342	790.734
2182	974.75		2182	974	2182	974.916
2000.5	978.5		2000.5	976.5	2000.5	978.644
200	1186.5		200	1185	200	1187.21
489.879	1864.81		491	1864	491	1865.57

File: 10_5_20120051.raw
1039	291		1038.5	292.5	1038.5	290.696
1175	407.5		1175	406	1175	407.048
129.758	562.565		130	563	130	563.501
1108.5	624.214		1108.5	623.5	1108.5	623.828
1344	651		1344	650	1344	651.037
2348	791		2348	790	2348	791.084
2557	810		2557	809	2557	810.066
2188	976.5		2188	973	2188	975.59
2006.5	980		2006.5	979.5	2006.5	979.572
208.056	1195.61		208.5	1194.5	208.5	1195.1
499.5	1871		499.5	1870.5	499.5	1872.47

File: 10_5_20120052.raw
1044.24	296.147		1044.5	296.5	1044.5	296.08
2299.5	389		2299.5	388.5	2299.5	389.695
1178.41	412.5		1178.5	410.5	1178.5	412.021
1894.5	549		1894.5	548.5	1894.5	549.61
133.5	572		133	573	133	571.632
1114.54	629.745		1115	630	1115	629.422
1349.43	655.05		1349	656	1349	655.547
2354.61	790.5		2354.5	789.5	2354.5	790.467
2566	809.5		2566	807	2566	809.039
2195.5	976		2195.5	975.5	2195.5	976.36
2012.5	981.5		2012.5	978.5	2012.5	980.665
215.766	1203.59		216	1202	216	1203.95
1784	1323		1784	1323	1784	1322.87
508	1878		507.5	1879.5	507.5	1878.81

File: 10_5_20120053.raw
1046.77	300.308		1047	301	1047	300.034
1182.26	415.697		1182.5	414.5	1182.5	415.024
139	578.5		139	578	139	579.011
1118	633		1118	633	1118	633.149
1353.4	659.4		1353	658	1353	658.939
2360.39	790.5		2360.5	789.5	2360.5	790.542
2201	977		2201	976	2201	976.05
2019	981.5		2019	980	2019	981.858
221.941	1209.65		222	1207	222	1209.65
516.545	1884.23		517	1883	517	1884.83

File: 10_5_20120054.raw
1051	305.5		1050	306	1050	305.498
2307.5	388.5		2307.5	387.5	2307.5	388.646
1185.6	420.582		1185.5	418.5	1185.5	419.729
1903.5	552.5		1903.5	550.5	1903.5	552.744
145	586.5		144.5	587.5	144.5	586.046
1124.5	637.5		1124.5	637.5	1124.5	637.805
1359	663		1359	662	1359	662.316
2365.88	789.5		2366	788	2366	789.743
2577	807.5		2577	805	2577	806.94
2208	976.5		2208	975	2208	976.428
2025.6	983.638		2025.5	981.5	2025.5	982.952
230.052	1215.22		230	1214	230	1216.17
525.192	1891.81		525	1892	525	1892.51

File: 10_5_20120055.raw
1055.5	311.5		1055.5	310.5	1055.5	311.016
1192.48	425.244		1192.5	423.5	1192.5	425.174
1908.5	554.5		1908.5	553.5	1908.5	554.596
1128.5	560		1128.5	561.5	1128.5	559.796
152.5	595.5		152.5	595.5	152.5	595.584
1130.5	643.5		1130.5	641.5	1130.5	643.784
1363.5	666.3		1363.5	666.5	1363.5	665.417
2373.5	789		2373.5	788.5	2373.5	789.589
2215.79	977		2215.5	975.5	2215.5	976.895
2032.64	984.5		2032.5	982.5	2032.5	984.519
239	1224		239	1221	239	1223.8
537.5	1898		538	1899	538	1898.43

File: 10_5_20120056.raw
1095.5	80		1095.5	81.5	1095.5	79.817
1059	314.5		1058.5	315.5	1058.5	315.511
2316.5	387		2316.5	385.5	2316.5	387.12
