File: 10_5_20120000
858.375529	4.697803	21
862.736890	357.010876	41
970.619737	152.746885	54
1092.818436	432.360416	37
1849.149143	913.396841	30
2036.040301	767.706865	35
2067.088073	370.500778	16
2196.344359	1655.738251	144
2375.871832	1941.018893	55

File: 10_5_20120001
19.623349	1505.674106	16
861.510445	11.060476	21
867.485634	362.862496	56
974.372378	157.565508	62
1097.599349	437.279471	42
1681.660513	886.262337	18
1855.439452	915.171880	27
2042.696820	768.784221	41
2071.395825	371.702846	19
2205.929351	1656.704953	133
2387.352776	1942.087356	33

File: 10_5_20120002
865.480942	19.222576	21
873.129244	370.545297	46
979.265629	165.839920	48
1103.585931	443.591768	48
1863.664523	917.786232	19
2050.562166	769.881007	34
2218.386515	1658.018611	124
2401.495138	1942.365230	32

File: 10_5_20120003
875.202905	372.711398	34
980.960700	167.791500	60
1105.680333	445.805619	38
1866.330864	918.602531	28
2053.007647	770.414200	44
2079.060399	373.084823	17
2222.935075	1658.674559	135
2405.228221	1942.397105	30

File: 10_5_20120004
42.039179	1523.429179	28
877.249919	375.801140	40
982.401865	170.744671	58
1107.821839	448.037391	40
1694.725844	891.960252	16
1869.692608	918.970675	28
2055.816231	770.938835	28
2227.463779	1659.166456	137
2410.889990	1942.354373	23

File: 10_5_20120005
870.001862	27.278674	17
879.560628	378.827258	41
984.434529	173.659023	64
1110.169208	451.049930	58
1699.176395	893.169917	17
1873.403045	920.327422	27
2059.400424	771.499007	37
2233.449284	1659.470391	139
2417.383276	1942.292515	33

File: 10_5_20120006
51.721384	1533.281175	30
872.094874	31.424607	19
882.601420	382.219174	45
987.298203	176.784274	41
1112.998299	453.150141	48
1702.377114	894.526122	16
1877.402096	921.575257	21
2063.138139	772.210066	43
2239.190191	1660.044329	141

File: 10_5_20120007
59.189538	1538.525172	27
874.970587	36.148363	26
886.015836	386.651176	55
989.105161	180.562287	56
1116.829067	456.795938	53
1882.396353	922.839014	21
2066.855954	773.062362	27
2245.706321	1660.969821	125

File: 10_5_20120008
62.895719	1543.642395	21
888.126401	388.906925	44
991.100352	183.233511	54
1118.781417	459.225205	41
1885.309366	923.460623	26
2069.984955	773.348465	34
2250.729454	1661.553519	138

File: 10_5_20120009
70.899950	1549.497387	19
879.056666	43.831164	25
891.772828	394.107939	41
994.278748	187.920595	54
1122.616162	463.281984	45
1891.213776	924.970142	27
2075.310141	774.025428	38
2095.331773	375.745699	19
2259.372434	1662.214162	136

File: 10_5_20120010
77.002388	1553.366528	27
881.191560	46.900615	16
894.333582	397.319433	35
996.230329	190.905264	50
1124.918083	466.005504	35
1718.986135	900.597902	21
1893.994037	925.885795	16
2043.898538	1704.723329	16
2078.709551	774.849835	33
2264.314383	1662.623685	123

File: 10_5_20120011
883.730083	52.939479	20
898.719662	402.594462	47
999.692200	195.849906	65
1129.744517	470.459275	46
1900.493371	927.652726	25
2083.951863	775.372173	29
2101.467063	376.295459	17
2273.736411	1663.231102	131

File: 10_5_20120012
885.444215	56.371701	16
901.523997	406.346505	55
1001.871324	199.444937	71
1132.406686	473.026866	36
1904.156304	928.715507	23
2087.873291	775.641747	33
2104.849528	376.905898	16
2279.799070	1663.983484	145

File: 10_5_20120013
96.325089	1567.959178	46
887.215172	59.084156	25
903.080346	408.115291	53
1003.197533	201.456696	36
1134.427998	474.788996	40
1731.292644	904.883122	22
1906.882696	929.042576	21
2089.651854	776.380170	34
2282.986026	1664.433192	129

File: 10_5_20120014
888.900938	63.313237	24
905.833431	412.145503	40
1006.230605	205.105220	52
1137.850505	478.394682	35
1911.386588	929.694338	25
2094.701507	776.877021	44
2290.552763	1664.835616	146

File: 10_5_20120015
107.563299	1580.465791	23
115.487096	1577.694673	21
891.018447	66.061445	16
909.312449	415.716882	68
1008.594026	208.797702	66
1140.659714	481.308705	37
1739.842469	908.085768	16
1915.966283	931.207963	27
2098.354323	777.189218	32
2297.010948	1665.281075	144

File: 10_5_20120016
121.984435	1591.180894	25
896.817127	76.049785	22
916.233467	424.547386	53
1014.061047	216.653252	49
1147.428459	488.240057	38
1749.845333	911.669823	18
1926.010133	933.426137	27
2106.935365	778.842685	21
2311.683929	1666.488528	123

File: 10_5_20120017
132.750522	1596.553339	56
919.979367	428.572819	46
1016.914435	220.466290	42
1151.231990	491.819086	43
1754.631005	913.113137	18
1930.703208	934.861742	18
2112.309677	779.051928	37
2319.795467	1667.148236	130

File: 10_5_20120018
923.158224	431.901224	42
1019.281298	223.595743	45
1154.100629	494.719994	37
1758.658577	914.506143	16
1934.861570	935.632843	26
2115.650288	779.288496	37
2325.576175	1667.257206	123

File: 10_5_20120019
925.019231	434.876330	48
1021.245235	226.544963	50
1157.220050	496.984278	33
1762.054612	915.945924	22
1938.330188	936.644191	25
2118.458762	779.832596	31
2330.998514	1667.390296	97

File: 10_5_20120020
905.987679	92.549570	32
929.171307	439.283565	53
1024.532056	230.891112	50
1160.540544	500.690384	43
1767.519426	917.224768	20
1944.230937	937.790871	21
2124.084112	780.222633	29
2318.743361	828.769671	17
2339.443792	1668.581732	120

File: 10_5_20120021
933.591186	445.147239	39
1028.823862	236.155432	54
1165.080089	505.303950	39
1950.601540	939.153317	26
2130.181429	781.390291	43
2135.424674	382.009166	19
2349.385164	1668.892710	138

File: 10_5_20120022
161.898529	1626.610481	27
911.142830	100.786362	17
936.492234	447.852317	46
1030.815571	239.448185	56
1168.329316	507.823133	34
1954.198376	940.100109	27
2134.028567	781.392476	28
2355.005436	1669.602813	130

File: 10_5_20120023
913.298550	105.487574	25
940.016889	452.270059	45
1033.196414	242.761518	59
1172.198525	511.362180	42
1782.113563	922.612529	16
1959.216022	941.377543	27
2138.419843	782.211073	39
2362.441002	1669.896636	128

File: 10_5_20120024
915.715408	109.260412	21
943.321238	455.907453	44
953.423300	372.475191	17
1036.031675	246.598494	62
1175.119235	514.642656	44
1786.872463	924.092578	16
1963.804765	942.248769	23
2142.779855	782.296015	44
2369.535485	1670.018719	134

File: 10_5_20120025
920.216132	116.942007	24
948.510565	462.234485	40
1040.863420	252.783916	51
1180.952052	519.182423	46
1971.457256	943.686279	26
2149.600872	783.265727	39
2381.165355	1670.899348	115

File: 10_5_20120026
920.827737	119.007775	20
951.096374	465.001858	58
1042.732980	255.241891	52
1183.588192	521.574973	44
1797.719711	927.326355	18
1974.755197	944.732696	19
2152.482179	783.441612	35
2386.305282	1671.067892	118

File: 10_5_20120027
924.998835	125.239465	32
956.013967	470.206611	48
